text,label
"Fraud detection model that flags suspicious transactions for analyst review. Sensitive data such as health or biometric data may be included. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The tool is partially automated and integrates into existing processes. Decisions may influence access to services, but a reviewer can override outcomes.",Medium
Healthcare triage assistant suggesting priority levels for nurse review. No personal data is processed. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment. Appeals are possible but the process is not fully defined yet.,Medium
"Hiring outcome automation system where applicants have no clear appeal process. Limited personal data is processed, such as user IDs and contact details. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The system generates a score used for prioritization. The system operates at large scale and outcomes may be difficult to contest.",High
Fraud detection model that flags suspicious transactions for analyst review. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied.,Medium
System that drafts email replies for common customer support questions (human edits before sending). Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. Security controls are in place. Human oversight is limited to spot checks or exceptions. The system supports eligibility decisions in some workflows.,Low
Automated hiring rejection system where applicants have no clear appeal process. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions.,High
"Supplier risk scoring model ranking vendors for procurement decision-making. Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The system supports eligibility decisions in some workflows.",Medium
Automated credit approval system making final decisions without routine human review. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The output is used as a risk assessment signal. Human intervention is possible but uncommon in day-to-day operations.,High
Internal dashboard summarizing team productivity metrics for managers. No personal data is processed. There is potential impact on protected groups depending on deployment context. Security controls are in place. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment. This is used for internal eligibility checks for training access only. The system stores basic user account information and audit logs.,Low
"AI system determining insurance eligibility automatically for most cases. No personal data is processed. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. Decisions can significantly affect individuals in employment, finance, health, or rights.",High
Fraud detection model that flags suspicious transactions for analyst review. No personal data is processed. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The tool is partially automated and integrates into existing processes.,Medium
"Credit scoring tool used by financial staff to support lending decisions. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. Monitoring and periodic reviews are planned after deployment.",Medium
"Public security system using biometric identification to identify individuals. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. The tool is partially automated and integrates into existing processes. Human intervention is possible but uncommon in day-to-day operations. The system operates at large scale and outcomes may be difficult to contest.",High
"Supplier risk scoring model ranking vendors for procurement decision-making. Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The output is used as a risk assessment signal. Appeals are possible but the process is not fully defined yet. The system is used at moderate scale across departments.",Medium
Hiring outcome automation system where applicants have no clear appeal process. Sensitive data such as health or biometric data may be included. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment.,High
"AI system determining insurance eligibility automatically for most cases. Sensitive data such as health or biometric data may be included. Fairness risks are considered low based on current understanding. Security controls are in place. Final decisions are reviewed by a human. Monitoring and periodic reviews are planned after deployment. Human intervention is possible but uncommon in day-to-day operations. Decisions can significantly affect individuals in employment, finance, health, or rights.",High
Credit scoring tool used by financial staff to support lending decisions. Sensitive data such as health or biometric data may be included. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human.,Medium
"Public security system using biometric identification to identify individuals. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment.",High
System that drafts email replies for common customer support questions (human edits before sending). No personal data is processed. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The system stores basic user account information and audit logs.,Low
AI system supporting HR to shortlist CVs before interviews. Sensitive data such as health or biometric data may be included. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The output is used as a risk assessment signal.,Medium
"Supplier risk scoring model ranking vendors for procurement decision-making. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The output is used as a risk assessment signal. Decisions may influence access to services, but a reviewer can override outcomes. Appeals are possible but the process is not fully defined yet.",Medium
"AI system supporting HR to shortlist CVs before interviews. Limited personal data is processed, such as user IDs and contact details. Fairness risks are considered low based on current understanding. Security controls are in place. No human review is performed before outcomes are applied. The tool is partially automated and integrates into existing processes.",Medium
"Internal analytics report that highlights trends in product sales. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. Human oversight is limited to spot checks or exceptions. The system supports eligibility decisions in some workflows. The outcome does not directly affect rights, employment, or finances.",Low
"Automated credit approval system making final decisions without routine human review. Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. Security controls are in place. Final decisions are reviewed by a human. Monitoring and periodic reviews are planned after deployment. Human intervention is possible but uncommon in day-to-day operations. The system operates at large scale and outcomes may be difficult to contest.",High
"Fraud detection model that flags suspicious transactions for analyst review. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The tool is partially automated and integrates into existing processes. Decisions may influence access to services, but a reviewer can override outcomes. Appeals are possible but the process is not fully defined yet.",Medium
Healthcare triage assistant suggesting priority levels for nurse review. No personal data is processed. There is potential impact on protected groups depending on deployment context. Security controls are in place. Final decisions are reviewed by a human. Monitoring and periodic reviews are planned after deployment. The system is used at moderate scale across departments.,Medium
"Hiring outcome automation system where applicants have no clear appeal process. Limited personal data is processed, such as user IDs and contact details. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The tool is partially automated and integrates into existing processes.",High
Healthcare triage assistant suggesting priority levels for nurse review. Sensitive data such as health or biometric data may be included. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The output is used as a risk assessment signal. The system is used at moderate scale across departments.,Medium
"Automated credit approval system making final decisions without routine human review. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The system generates a score used for prioritization.",High
"Credit scoring tool used by financial staff to support lending decisions. No personal data is processed. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The system supports eligibility decisions in some workflows. Decisions may influence access to services, but a reviewer can override outcomes.",Medium
"System that drafts email replies for common customer support questions (human edits before sending). Limited personal data is processed, such as user IDs and contact details. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. The system generates a score used for prioritization.",Low
Automated credit approval system making final decisions without routine human review. No personal data is processed. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Human oversight is limited to spot checks or exceptions. The system generates a score used for prioritization. Human intervention is possible but uncommon in day-to-day operations.,High
"Healthcare triage assistant suggesting priority levels for nurse review. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The output is used as a risk assessment signal.",Medium
Medical diagnosis system recommending treatments as final decisions in practice. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment.,High
Medical diagnosis system recommending treatments as final decisions in practice. No personal data is processed. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The tool is partially automated and integrates into existing processes. Human intervention is possible but uncommon in day-to-day operations.,High
"Credit scoring tool used by financial staff to support lending decisions. The system processes personal data including names, contact details, and account history. Bias testing has not yet been performed. Security controls are partially implemented and monitoring is limited. Human oversight is limited to spot checks or exceptions. The tool is partially automated and integrates into existing processes. Decisions may influence access to services, but a reviewer can override outcomes.",Medium
"Public security system using biometric identification to identify individuals. Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. Security controls are in place. Final decisions are reviewed by a human.",High
"Internal analytics report that highlights trends in product sales. Limited personal data is processed, such as user IDs and contact details. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Human oversight is limited to spot checks or exceptions. The system supports eligibility decisions in some workflows.",Low
"Public security system using biometric identification to identify individuals. Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. The output is used as a risk assessment signal.",High
"Automation that routes internal support tickets to the correct team. Limited personal data is processed, such as user IDs and contact details. Fairness risks are considered low based on current understanding. Security controls are in place. No human review is performed before outcomes are applied. Monitoring and periodic reviews are planned after deployment. This is used for internal eligibility checks for training access only.",Low
"System that drafts email replies for common customer support questions (human edits before sending). Limited personal data is processed, such as user IDs and contact details. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. No human review is performed before outcomes are applied. The system generates a score used for prioritization.",Low
"Medical diagnosis system recommending treatments as final decisions in practice. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Human oversight is limited to spot checks or exceptions. The tool is partially automated and integrates into existing processes. Decisions can significantly affect individuals in employment, finance, health, or rights.",High
"Medical diagnosis system recommending treatments as final decisions in practice. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. Security controls are in place. Final decisions are reviewed by a human. The system supports eligibility decisions in some workflows.",High
AI system supporting insurance eligibility decisions automatically for most cases. No personal data is processed. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The system generates a score used for prioritization. Human intervention is possible but uncommon in day-to-day operations.,High
"AI system supporting insurance eligibility decisions automatically for most cases. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The system generates a score used for prioritization. Human intervention is possible but uncommon in day-to-day operations.",High
"Internal analytics report that highlights trends in product sales. Limited personal data is processed, such as user IDs and contact details. There is potential impact on protected groups depending on deployment context. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The system stores basic user account information and audit logs.",Low
Healthcare triage assistant suggesting priority levels for nurse review. No personal data is processed. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. Appeals are possible but the process is not fully defined yet.,Medium
"Tool that recommends internal training courses based on previous learning history. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. The tool is partially automated and integrates into existing processes. The outcome does not directly affect rights, employment, or finances.",Low
"Healthcare triage assistant suggesting priority levels for nurse review. No personal data is processed. There is potential impact on protected groups depending on deployment context. No human review is performed before outcomes are applied. The output is used as a risk assessment signal. Decisions may influence access to services, but a reviewer can override outcomes. Appeals are possible but the process is not fully defined yet.",Medium
Supplier risk scoring model ranking vendors for procurement decision-making. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. Security controls are in place. Final decisions are reviewed by a human. The tool is partially automated and integrates into existing processes. The system is used at moderate scale across departments.,Medium
Healthcare triage assistant suggesting priority levels for nurse review. Bias testing has not yet been performed. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The system supports eligibility decisions in some workflows. Appeals are possible but the process is not fully defined yet. The system is used at moderate scale across departments.,Medium
"System that drafts email replies for common customer support questions (human edits before sending). The system processes personal data including names, contact details, and account history. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. The output is used as a risk assessment signal.",Low
"Tool that recommends internal training courses based on previous learning history. The system processes personal data including names, contact details, and account history. Bias testing has not yet been performed. Security controls are partially implemented and monitoring is limited. No human review is performed before outcomes are applied. The system generates a score used for prioritization. The outcome does not directly affect rights, employment, or finances.",Low
"Internal dashboard summarizing team productivity metrics for managers. The system processes personal data including names, contact details, and account history. There is potential impact on protected groups depending on deployment context. Security controls are in place. Final decisions are reviewed by a human. The output is used as a risk assessment signal. This is used for internal eligibility checks for training access only. The outcome does not directly affect rights, employment, or finances.",Low
Public security system using biometric identification to identify individuals. Sensitive data such as health or biometric data may be included. Fairness risks are considered low based on current understanding. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The output is used as a risk assessment signal. The system operates at large scale and outcomes may be difficult to contest.,High
Internal analytics report that highlights trends in product sales. Sensitive data such as health or biometric data may be included. There is potential impact on protected groups depending on deployment context. Security controls are partially implemented and monitoring is limited. Final decisions are reviewed by a human. The system generates a score used for prioritization.,Low
AI system supporting HR to shortlist CVs before interviews. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. Security controls are in place. Human oversight is limited to spot checks or exceptions. Monitoring and periodic reviews are planned after deployment.,Medium
Hiring outcome automation system where applicants have no clear appeal process. Sensitive data such as health or biometric data may be included. Bias testing has not yet been performed. Security controls are in place. Human oversight is limited to spot checks or exceptions. The tool is partially automated and integrates into existing processes. Human intervention is possible but uncommon in day-to-day operations.,High
Automation that routes internal support tickets to the correct team. No personal data is processed. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. Human oversight is limited to spot checks or exceptions. Monitoring and periodic reviews are planned after deployment. The system stores basic user account information and audit logs.,Low
"Fraud detection model that flags suspicious transactions for analyst review. The system processes personal data including names, contact details, and account history. Fairness risks are considered low based on current understanding. The system may be vulnerable to misuse or adversarial manipulation. Final decisions are reviewed by a human. The system generates a score used for prioritization.",Medium
